"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.995948583E0,2.854563904E-1,-6.321204987E0,-2.123783569E0,6.674546762E0
3.005961583E0,3.860472107E-1,-6.966363373E0,-2.674488373E0,7.472090681E0
3.015973583E0,5.522016907E-1,-7.777676239E0,-3.367247772E0,8.493263916E0
3.025985583E0,6.920109558E-1,-8.722361755E0,-4.211043091E0,9.710373714E0
3.035997583E0,7.617658997E-1,-9.665700073E0,-5.005740509E0,1.091162148E1
3.046009583E0,7.358697510E-1,-1.045351181E1,-5.652844849E0,1.190680765E1
3.056021583E0,6.834786987E-1,-1.097622482E1,-6.077960815E0,1.256528003E1
3.066034958E0,7.062313843E-1,-1.118878281E1,-6.178102570E0,1.280064744E1
3.076046958E0,9.307644653E-1,-1.107097778E1,-5.934109955E0,1.259549652E1
3.086058958E0,1.394949188E0,-1.059481796E1,-5.465434570E0,1.200279242E1
3.096070958E0,1.994302826E0,-1.002585114E1,-4.955445099E0,1.136007794E1
3.106082958E0,2.621348877E0,-9.558822327E0,-4.518204346E0,1.089296675E1
3.116095958E0,3.216211853E0,-9.260193329E0,-4.233197021E0,1.067778798E1
3.126107958E0,3.720064087E0,-9.095086670E0,-4.054618378E0,1.063011799E1
3.136119958E0,4.093986511E0,-8.992250519E0,-3.949237518E0,1.064038401E1
3.146131958E0,4.347259827E0,-8.954978027E0,-3.905079346E0,1.069298575E1
3.156143958E0,4.497547302E0,-8.977730713E0,-3.903283081E0,1.077326317E1
3.166156958E0,4.618944855E0,-9.024134216E0,-3.785927124E0,1.082140906E1
3.176168958E0,4.687951355E0,-9.135502625E0,-3.521427155E0,1.085517136E1
3.186180958E0,4.794380035E0,-9.858349457E0,-3.191662903E0,1.141752364E1
3.196192958E0,4.774471436E0,-1.139146133E1,-2.118544464E0,1.253192720E1
3.206204958E0,4.543052673E0,-1.310644501E1,-1.722917175E-1,1.387255970E1
